<head>
width=25
height=15
Coin=0
Quest=1
Tube=1
Plat=4
Gap=1
Floor=1
Objects=6
</head>
<matrix>
000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000
000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000
000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000
000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000
000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000
000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000
000,000,000,000,000,000,000,000,132,134,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000
000,000,000,000,000,000,000,000,148,150,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000
000,000,000,000,000,000,000,000,148,150,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000
000,000,000,000,000,000,132,133,133,133,134,000,000,000,000,000,132,134,000,000,000,000,000,000,000
128,129,130,000,000,000,148,149,149,149,150,000,000,000,000,000,148,150,000,000,000,000,000,000,000
144,145,146,000,000,000,148,149,149,149,150,000,000,000,000,132,133,133,134,000,000,000,000,000,000
144,145,146,000,000,000,148,149,149,149,150,000,000,000,000,148,149,149,150,000,000,000,000,000,000
131,145,146,000,000,000,148,149,149,149,150,000,000,000,132,133,133,133,133,134,000,000,000,128,129
145,145,146,000,000,000,148,149,149,149,150,000,000,000,144,145,145,145,145,146,000,000,000,144,145
</matrix>
